test_name,test_status,test_result
parmcmse_icl_verify_dft,FAIL,"Cannot find test '/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmcmse/validation/parmcmse_icl_verify_dft.v'; tried absolute (it is not), '/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmcmse/validation/parmcmse_icl_verify_dft.v' in start_dir='/tmp/netbatch', '/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmcmse/validation/parmcmse_icl_verify_dft.v' in runtools_test_search_path='/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/mc:/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/d2d:/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/imh:/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/acc, get_path_from_mapfile(/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmcmse/validation/parmcmse_icl_verify_dft.v);; at Tue Mar 24 09:13:26 2026"
parmccore_icl_verify_dft,FAIL,"Cannot find test '/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmccore/validation/parmccore_icl_verify_dft.v'; tried absolute (it is not), '/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmccore/validation/parmccore_icl_verify_dft.v' in start_dir='/tmp/netbatch', '/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmccore/validation/parmccore_icl_verify_dft.v' in runtools_test_search_path='/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/mc:/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/d2d:/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/imh:/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/src/val/tests/acc, get_path_from_mapfile(/nfs/site/disks/nwp_mod_0002/release/nio_mc/nio_mc-a0-26ww13a/verif/scan_val.static/output/parmccore/validation/parmccore_icl_verify_dft.v);; at Tue Mar 24 09:13:42 2026"
pardfi_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmse_ijtag_basic_tap_tests_continuity,PASS,PASS
pardfi_ijtag_basic_tap_tests_continuity,PASS,PASS
parmemphy_ijtag_basic_tap_tests_continuity,FAIL,"Fail, RequiredText not found"
parmemsram_ijtag_basic_tap_tests_continuity,PASS,PASS
parmccore_ijtag_basic_tap_tests_reset,PASS,PASS
parmccore_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmccore_ijtag_basic_tap_tests_continuity,PASS,PASS
