test_name,test_status,test_result
parmcmse_stuckat_edt_edt_low_internal_loopback,PASS,PASS
phy_cluster_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
phy_cluster_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
phy_cluster_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_rw_access,PASS,PASS
phy_cluster_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,"Fail, RequiredText not found"
parmcmse_icl_verify_dft,PASS,PASS
phy_cluster_ijtag_basic_tap_tests_continuity,PASS,PASS
phy_cluster_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
phy_cluster_stuckat_edt_edt_low_internal_loopback,FAIL,"ERROR:  Clock period error detected, simulation aborted."
parmcmse_ijtag_basic_tap_tests_rw_access,PASS,PASS
phy_cluster_icl_verify_dft,PASS,PASS
phy_cluster_ijtag_basic_tap_tests_reset,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
phy_cluster_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
phy_cluster_ijtag_basic_tap_tests_rw_access,PASS,PASS
phy_cluster_phy_cluster_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmccore_icl_verify_dft,PASS,PASS
parmccore_parmccore_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmccore_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmccore_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_ssn_continuity,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_ijtag_basic_tap_tests_tlr_reset,PASS,PASS
parmccore_ijtag_basic_tap_tests_reset,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmccore_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
memstack_mc_cluster_parmcmisc_ijtag_basic_tap_tests_rw_access,PASS,PASS
memstack_mc_cluster_parmccore_ijtag_basic_tap_tests_rw_access,PASS,PASS
memstack_ssn_continuity,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
memstack_icl_verify_dft,PASS,PASS
memstack_phy_cluster_ijtag_basic_tap_tests_continuity,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmccore_ijtag_basic_tap_tests_continuity,PASS,PASS
memstack_ijtag_basic_tap_tests_continuity,PASS,PASS
memstack_phy_cluster_ijtag_basic_tap_tests_rw_access,PASS,PASS
memstack_mc_cluster_parmcmisc_ijtag_basic_tap_tests_continuity,PASS,PASS
memstack_mc_cluster_parmcmse_ijtag_basic_tap_tests_continuity,PASS,PASS
memstack_pardfi_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
memstack_pardfi_ijtag_basic_tap_tests_rw_access,PASS,PASS
memstack_mc_cluster_parmcmse_ijtag_basic_tap_tests_rw_access,PASS,PASS
memstack_phy_cluster_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_pardfi_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
memstack_mc_cluster_parmccore_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
pardfi_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
memstack_ijtag_basic_tap_tests_rw_access,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
memstack_mc_cluster_parmcmisc_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
phy_cluster_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmse_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
memstack_phy_cluster_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
phy_cluster_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
memstack_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
memstack_pardfi_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmcmse_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmccore_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmcmisc_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
